Categoria_Amazon;Categorias_ML_Correlacionadas;Fonte;ASIN;Nome;Preço;Nota;Avaliações;Categoria_Original
Eletrodomésticos;Eletrodomésticos;Amazon;B076BDR1P7;Refrigerador 240L 1 Porta Classe A 110 Volts, Branco, Electrolux;1849;4,7;634.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B082MQMGBV;Cervejeira, Flex, 96L, Preto, 220v, Midea, BCA10P2;1886,89;4,5;1.06;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B08HJ9LFZ2;Fogão Atlas 5 Bocas preto Mônaco Top Glass com Acendimento automático - Bivolt;1142,96;4,6;607.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B00DCTI47M;Panasonic Máquina de Lavar 15kg Titânio 127v NA-F150B1T;1999,75;4,3;14.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B00O19TXD6;Panasonic Máquina de Lavar 18kg Titânio Antibactéria 127v NA-F180P7T;;4,5;605.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B07C885L73;Máquina de Lavar Electrolux 8,5kg Branca Turbo Economia com Jet&Clean e Filtro Fiapos (LAC09) - 127V;1499;4,7;1.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Amazon;B0B6WMBVFD;Fogão Brastemp 4 Bocas Branco com Duas Prateleiras com Alturas Ajustáveis - BFO4NBB Bivolt;692,99;4,8;194.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB18932156;Ventilador De Mesa 30cm Super Power Mondial 60w Vsp-30-b 30 Cm Preto 127v Prata Polipropileno 6;108,00;4,7;134173.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB55692293;Liquidificador Turbo Power Mondial 550w L-99 Fb Preto 127v;139,47;4,7;259864.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB23370533;Ventilador De Parede E Mesa Wap Flow Turbo Com 8 Pás 3 Velocidades;160,90;4,7;39401.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB14434781;Ventilador Osc Coluna Turbo 6p 50cm Bronze Premium Cor Da Estrutura Preto;238,75;4,7;49562.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB23414010;Aspirador De Pó Vertical E Portátil Wap High Speed Plus 1350w 1,2 Litros Filtro Hepa Tecnologia Cyclone 3 Em 1;207,00;4,7;42113.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB13409957;Chaleira Eletrica Atacama 1,8l Prateado 127 V Unitermi 1200 W;44,24;4,8;108196.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB46107953;Liquidificador Pratic Turbo Iii Mondial 550w L-93-bg Preto 220v;94,05;4,8;18620.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB16602519;Liquidificador Full 1400w 15 Velocidades Oliq610 Preto Oster;167,37;4,7;41757.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB17353887;Liquidificador Easy Power Mondial 550w - L-550-b Preto 127v;79,90;4,7;68758.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB27864827;Filtro/refil Original De Água Acqua Pure Para Purificador De Água Electrolux Pe12a/pe12b/pe12g/pe12v;74,19;4,9;37558.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB15578944;Liquidificador Ph900 Com 12 Velocidades E Pulsar Potência De 1200w Cor Vermelho 3 L Philco;157,00;4,8;68443.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB27291667;Ventilador Bvt400 Maxx Force 2 Em 1 150w Preto Britânia 40 Cm 127v Cinza 6;163,00;4,8;15087.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB19723843;Ferro De Passar Seco E Vapor Electrolux Efficient Base Antiaderente Vapor Vertical Extra 1200w De Potência Cabo 1,35m Esi10 Azul 127v;104,76;4,8;19094.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB23434212;Ventilador De Coluna Silencioso Wap Flow Turbo 180w 8 Pás Com Ajuste De Altura E 3 Velocidades;243,33;4,7;13883.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB6309815;Micro-ondas Electrolux 20l Branco Com Função Tira Odor E Descongelar Mto30 127v;449,10;4,8;39935.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB16016319;Batedeira Prática, Mondial, 400w - B-44-w;106,43;4,8;52768.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB14409030;Ventilador De Parede Oscilante Preto 50cm New Plástico 130w 3 Pás Ventisol;182,00;4,6;11430.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB22530387;Fritadeira Sem Óleo Air Fryer 4l Mondial 1500w Afn-40-bft Preto 127v;399,99;4,9;59643.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB35556218;Ventilador De Teto C/ Controle 6 Vel. Fenix Ventisol;289,00;4,8;25197.0;Eletrodomésticos
Eletrodomésticos;Eletrodomésticos;Mercado Livre;MLB64277560;Ventilador Turbo 6 Pás 110v 50cm Oscilante De Mesa Ventisol Preto 50 Cm 60 Hz 127v Cinza Plástico;260,00;4,6;46199.0;Eletrodomésticos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0BSVM7QS8;Pilha Alcalina AA com 16 unidades Elgin Comum;28,95;4,7;41.46;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B084S6BCJN;PHILIPS, Fone de Ouvido com Microfone, TAUE101BK/00, Com fio de 1,2 metros, intra-auricular, Preto;23,49;4,5;32.655;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B07FKWTQPH;Duracell Pilhas Alcalinas AA Pequena Pack 8 Unidades – Dura até 10x Mais – Ideal para Controles Remotos Brinquedos e Lanternas;41,9;4,9;28.898;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0CVCLGV1W;"Smartwatch Samsung Galaxy Fit3 Display 1.6"" Grafite";249;4,7;8.068;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0D8V3QLDD;Filtro de Linha iCLAMPER Energia 5 com Proteção contra Surtos Elétricos(DPS) LCF 5 Tomadas, 3 Pinos, 10 Amperes para PC, Notebook, Monitor, Impressora, PS5, Alexa etc, Bivolt, Cabo de 1m Transparente;62,89;4,8;4.018;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0DJFTCKNN;Apple iPhone 16 (128 GB) – Branco;4549;4,8;3.319;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0D8V17JSG;Filtro de Linha iCLAMPER Energia 5 com Proteção contra Surtos Elétricos(DPS) 5 Tomadas, 3 Pinos, 10 Amperes para PC, Notebook, Roteador, Monitor, Impressora, PS5, Alexa e etc, Bivolt, Cabo de 1m Preto;62,1;4,8;4.557;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0C3V5X3QT;JBL, Fone de Ouvido On ear, Headphone, Tune 520BT, Sem Fio - Preto;227,16;4,8;24.452;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0CP6CVJSG;Apple iPhone 15 (128 GB) — Preto;4299;4,8;8.171;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0FPJ52LSR;"Celular Samsung Galaxy A07 128GB, 4GB, Câm. 50MP, Tela 6.7""- Preto";644;4,8;620.0;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0778VZYVV;Duracell Pilha Alcalina AA Pequena Com 16 Unidades – Dura até 10x Mais – Ideal para Controle Xbox™, Brinquedos e Lanternas;78,9;4,8;22.757;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0DYVP8SML;"Smartphone Samsung Galaxy A56 5G 128GB, 8GB RAM, Câmera 50MP, IP67, Super AMOLED 6.7"", Recursos AI, Preto";1844,9;4,8;2.835;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0DXR6MKR8;Apple iPhone 16e de 128 GB — Branco;3589,2;4,8;2.168;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0CW3RN27P;Pilha Bateria, Flex, Botão, CR2032, 3V, Cartela Com 5;7,9;4,7;396.0;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0FH7LY3R4;Roku Streaming Stick HD 2025 | Dispositivo de streaming para TV HD/FHD com controle remoto por comando de voz compatível com Alexa, Siri e Google;246,05;4,7;1.3;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0754KMGFN;Pilha recarregável AAA 1000mAh Elgin com 4 unidades Palito;28;4,7;39.382;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0CRTN7C8C;soundcore P30i da Anker, Fone de Ouvido Bluetooth 5.4 com Cancelamento de Ruído Adaptativo, Graves Poderosos, 45H de Reprodução, Estojo 2-em-1 com Suporte para Celular, IP54, Fone sem fio TWS, Branco;220,69;4,7;22.73;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0DP3JDD6Y;"Samsung Celular Galaxy A16, 128GB + 4GB RAM, Câmera de até 50MP, Tela 6.7"", NFC, IP54, Bateria 5000 mAh (Preto)";812,15;4,8;464.0;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0DVMQVVDY;PHILIPS, Fone de Ouvido Sem Fio TWS, TAT1109BK/00, Bluetooth, Com Microfone, Até 24 horas de bateria, Preto;144;4,6;5.629;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B07LCTKD4D;Duracell Pilhas Alcalinas AAA Palito Pack 8 Unidades – Dura Mais – Ideal para Controles Remotos Brinquedos e Lanternas;41,9;4,8;3.51;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B09LD48ZZ4;Caixa de Pilha AAA com 40 unidades Elgin Palito - Tubo, Zinco;32,1;4,6;6.2;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Amazon;B0CS3RHBZQ;Fone de ouvido sem fio TWS Philips TAT1209BK/00 na cor preto, com bluetooth, microfone, tecnologia IPX4 e 18 horas de reprodução.;120,9;4,6;5.805;Eletrônicos
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB54015578;Fone De Ouvido Bluetooth Sem Fio Com Visor Intra Auricular Estéreo Graves Potentes Microfone Integrado Bateria Longa Duração Compatível Com Todos Os Celulares Notebook Tablet Música Corrida Preto;19,00;4,5;14599.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB57492226;Samsung Galaxy Buds Core, Fone De Ouvido, Sem Fio, Cancelamento De Ruído, Interprete Inteligente Branco;259,00;4,9;5543.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB45862017;Suporte Tv Fixo Universal 10'' A 100'' Polegadas Para Todas As Marcas - Parosflux;19,00;4,8;30796.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB38302175;Fone De Ouvido Soundcore P20i Bluetooth 5.3 Grave Potente Drivers 10mm 30h Bateria Carregamento Rápido App Personalização De Som Via App Ipx5 2 Mics Ia Para Chamadas Claras Case Compacto Cor Azul;166,19;4,9;7076.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB27174916;Fone De Ouvido Sem Fio Bluetooth F9-5 Pares Som Imersivo Powerbank Moderno Bateria Longa Duração Academia Compativel Com Todos Celulares Preto;24,90;4,3;8902.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB48959123;Projetor Hy320 Davely Smart Tv Android Wifi6 390 Ansi Lumens Full Hd 4k Mini Projetor Portátil Preto Com Controle Remoto 127/220v;223,00;4,5;15524.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB48955624;Mini Projetor Hy300 Android 4k Portátil Wi-fi Bluetooth Hdmi Usb Cinema Em Casa Compacto Alta Resolução Full Hd Smart Projetor Davely Celular Notebook Games Apresentação;186,90;4,8;3182.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB48594449;Antena Digital 4k Hd Interna Externa Para Tv Samsung LG Smart Led Lcd 3d Uhf Cabo Longo De 5 Metros Com Base Magnética;26,89;4,4;20212.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB54051693;Suporte Tv Fixo Universal 10'' A 100'' Polegadas - Compacto - Sing Nature Preto;19,00;4,8;6496.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB62722804;Kit 8 Pilhas Sellerex Recarregáveis Aa + Carregador Bivolt Rápido;55,99;4,7;7050.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB16141637;Pilha Aaa Duracell Coppertop Mn2400 Cilíndrica - Kit De 4 Unidades;20,57;4,9;12263.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB50912025;Cabo Hdmi 5m Metros Preto Premium 4k Blindado Gold 3d Full;25,11;4,7;8269.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB54073273;Projetor Smart Portátil Full Hd 4k Bluetooth Wifi Cor Branco Android 11.0 5g Tv Cinema Em Casa Several Importados 127/220v;165,90;4,7;2007.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB39456212;Smart Tv 32 Philco Ptv32k34rkgb Roku Tv Led Dolby Audio;821,75;4,8;6875.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB51202548;Smart Tv 50 Aoc 4k Dled 50u7045/78g Roku Tv Quad;1660,90;4,9;2095.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB34016199;Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Usb-c, Lightning E Camera Preto;702,00;4,9;13502.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB62143380;Controle Remoto Para Smart Tv Samsung 4k Com Pilhas E Teclas Netflix Prime Video;19,90;4,8;2911.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB19748584;Pilha Alcalina Aa Pequena Duracell Com 16 Unidades;99,90;4,9;14685.0;Eletrônicos, Áudio e Vídeo
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB44113907;Celular Samsung Galaxy A16 4g, 256gb + 8gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Cinza;1768,00;4,9;76375.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB57767498;Celular Samsung Galaxy A07 128gb, 4gb, Câmera 50mp, Tela 6.7 , Proteção Ip54, Processador 6nm - Violeta;799,00;4,9;18725.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB62589909;Motorola Moto G15 512gb 12gb Ram ( 4+8 Boost ) Azul-escuro;1128,00;4,8;91299.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB48954564;Samsung A56 5g 5g Dual Sim 256 Gb Cinza 12 Gb Ram;3167,00;4,9;33584.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB58493171;Smartphone Motorola Moto G05 256gb 4gb Ram E Camera 50mp Grafite;678,11;4,9;75225.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB54986607;Celular Samsung Galaxy A17 Com Ia, 128gb, 4gb Ram, Câm De 50mp, Tela De 6.7 , Nfc, Ip54 - Azul;1198,15;4,9;4065.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB1040287811;Apple iPhone 16 (256 Gb) - Branco - Distribuidor Autorizado;5439,00;4,9;21342.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB41998152;Smartphone Motorola Moto G35 5g - 256gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai Nfc Tela 6.7 Com Superbrilho - Cinza;1083,18;4,8;55518.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB61424002;Smartphone Motorola Moto G06 - 128gb 12gb (4gb Ram + 8gb Ram Boost) E Camera 50mp Com Ai Bateria De 5200 Mah Tela 6.9 Bege;660,17;4,9;5439.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB40570225;Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Over-ear 22 Horas De Bateria Rosa;78,90;4,9;37223.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB25844655;Fone De Ouvido Bluetooth P/ Celular Sem Fio Kaidi Tws Kd-771 Cor Rosa Powerx;59,00;4,6;11424.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB1027172677;Apple iPhone 15 (128 Gb) - Preto - Distribuidor Autorizado;4310,89;4,9;38042.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB60955750;Cartão De Memória 128 Gb Hardline Para Câmeras Wi-fi Drones Micro Sd Classe 10 Ultra 100mb/s Cartão Sd;27,99;4,1;2540.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB53398167;Fone De Ouvido Bluetooth Sem Fio Tws Bateria De Longa Duração E Conexão Ultra Rápida Hardline;22,99;4,5;14306.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB63224561;Cartão De Memória Para Câmeras Wi-fi Drones 128gb Micro Sd Classe 10 Ultra 100mb/s Cartão Sd Marca Mymotors;24,95;4,3;571.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB47111438;Smartphone Samsung Galaxy A36 5g 128gb 6gb Ram Câmera Tripla De Até 50mp Selfie De 12mp Ip67 Super Amoled 6.7'' Nfc Recursos Ai Android E Segurança Snapdragon - Verde;2194,40;4,9;13946.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;LBU1446966770;Kit Par 2 Radio Baofeng 777s Walk Talk Comunicador 16 Canais Preto 127/220v;116,35;4,8;14907.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB42028498;Realme Note 60 Dual Sim 256 Gb 4 Gb Ram Preto;930,00;4,8;8816.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB44119805;Celular Samsung Galaxy A16 5g, 128gb + 4gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Azul Escuro;1199,00;4,8;20961.0;Celulares e Telefones
Eletrônicos;Eletrônicos, Áudio e Vídeo, Celulares e Telefones;Mercado Livre;MLB1046216986;iPhone 16e (256 Gb) - Preto - Distribuidor Autorizado;4295,35;4,9;12296.0;Celulares e Telefones
Esporte;Esportes e Fitness;Amazon;B07N46VJY4;Vollo Corda de Pular de PVC;11,9;4,6;14.979;Esporte
Esporte;Esportes e Fitness;Amazon;B08VPS711D;COQUETELEIRA DUX - FUME;23,36;4,6;8.663;Esporte
Esporte;Esportes e Fitness;Amazon;B07W62NHYR;Kit 4 Faixas Elásticas Bands 3 Intensidades;41,35;4,6;1.193;Esporte
Esporte;Esportes e Fitness;Amazon;B0DXNCKQPG;Pochete Esportiva Slim Fitness Cintura Antifurto para Caminhada Corrida Academia Bike Porta Celular Cinta Lazer Documento Doleira Feminina Masculina Impermeável Premium (Preto);10;4,6;235.0;Esporte
Esporte;Esportes e Fitness;Amazon;B07KQMVYKL;Kit 5 Faixas Elásticas Elásticos Alongamento Pilates Yoga Exercícios Condicionamento Físico Yoga Saúde Relaxamento Academia Músculos Personal Trainer Thera Band Fitness Mini Bands;12,5;4;3.348;Esporte
Esporte;Esportes e Fitness;Amazon;B0FKKVWTWN;Pochete Slim Fitness Corrida Academia Porta Celular Bike Preta para Corrida de Trilha e Acampamento Masculina Feminina Impermeável Esportiva;9,9;4,6;135.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0CDNH81Y5;Colchão Inflável Solteiro Multiuso Até 100kgs O2Flow;57,6;4,4;1.068;Esporte
Esporte;Esportes e Fitness;Amazon;B07FW4BVZW;Touca de Natação, Speedo, Flat Cap, Silicone Resistente com Encaixe Confortável,Tamanho Único;29,9;4,6;4.331;Esporte
Esporte;Esportes e Fitness;Amazon;B08TRTR5J8;Roda Exercícios Abdominal Funcional Rolo Fitness Treino;23;4,7;1.022;Esporte
Esporte;Esportes e Fitness;Amazon;B099SBCJBK;Mor - Saca-Areia;17,99;4,5;2.049;Esporte
Esporte;Esportes e Fitness;Amazon;B0DQM5XW4H;Pochete Esportiva Pochete Corrida Academia Bike Porta Celular Garrafa Cinta Fitness Doleira Impermeavel Premium (Preto);10,9;4,7;422.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0CB743RBS;Nash Boia Infantil com Colete Salva Vidas;69,9;4,7;1.151;Esporte
Esporte;Esportes e Fitness;Amazon;B09GMT4KLC;Colchonete IMPERMEÁVEL - Espuma D23-90x40x3 - Academia/Yôga/Pilates;29,9;4,4;1.324;Esporte
Esporte;Esportes e Fitness;Amazon;B0CZ9DFMLF;Bicicleta ergométrica, leve e compacta;699;4,2;60.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0FDG9XM1M;Garrafa Térmica De Água Isolada 1000ml Quente & Frio De Aço Inox Com Alça (Preto);71,01;4,8;230.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0G4QPRWH9;Bicicleta Ergométrica Bike Spinning Academia Fitness Exercícios Cardio e Emagrecimento Design Confortável e Ajustável Ideal para Casa Silenciosa Premium;579,4;4,1;72.0;Esporte
Esporte;Esportes e Fitness;Amazon;B07K8WF98V;Contigo, Garrafa Térmica Inox Parede Dupla Matterhorn, 591ML;58,9;4,7;14.174;Esporte
Esporte;Esportes e Fitness;Amazon;B00TZLTVUA;Thermos Canudos de reposição para garrafa térmica Funtainer de 355 ml, transparentes, tamanho único (F401RS6);52,87;4,9;23.711;Esporte
Esporte;Esportes e Fitness;Amazon;B0FTNWV5F9;Bike Ergometrica Bicicleta Ergometrica Bike Spinning Silenciosa Vertical Modelo Premium;655,5;4,1;193.0;Esporte
Esporte;Esportes e Fitness;Amazon;B09DF9NWC7;Corda de pular sem emaranhados, cabo de corda de salto rápido com rolamentos de esferas para mulheres, homens e crianças, corda de salto de aço ajustável com alças de espuma para fitness, exercícios em casa e corpo fino;17,94;4,6;21.511;Esporte
Esporte;Esportes e Fitness;Amazon;B0DMWNVJ37;Bicicleta Ergométrica KNakasaki Bike Academia Spinning Silenciosa;589;4,3;276.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0FMPL5423;Colchonete Tapete de Exercício, Impermeável, Academia, confortavel, reforçado, Yoga, Pilates, Ginástica e Atividades Infantil, Conforto, Amortecimento e Versatilidade para Adultos e Crianças;26,9;4,4;140.0;Esporte
Esporte;Esportes e Fitness;Amazon;B07JFKXM6N;Mor Life - Colchão Inflável Multiuso Casal com Fole;133,49;4,6;5.848;Esporte
Esporte;Esportes e Fitness;Amazon;B0F67QQ86V;KIT com 3 Faixas Thera BandS de Resistência Fisioterapia Fortalecimento;21,9;4,4;242.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0F1DX1MP9;Faixas Elásticas para Exercícios, Kit com 5 Bandas de Resistência para Tonificação Muscular, Treinamento Físico, Perda de Peso, Alongamento e Yoga;9,9;4;319.0;Esporte
Esporte;Esportes e Fitness;Amazon;B07FVXX4RD;Bomba Penalty SAC Azul;36,77;4,7;962.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0FRVW35FV;Caixa Térmica Grande 32 Litros Max 360 Primeplas 45 Latas Cor Preto;78,97;4,2;50.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0BTFZMB6S;Colchonete Academia Grande - 100x60x03 - Densidade 23;39,9;4,7;1.572;Esporte
Esporte;Esportes e Fitness;Amazon;B0F6GFK67V;Rmg8 Fit - PAR HALTER 3KG EMBORRACHADO SEXTAVADO PRETO;78,8;4,8;86.0;Esporte
Esporte;Esportes e Fitness;Amazon;B0FT3M6VTM;Par de Luva Academia Musculação Feminina Masculina Luva Ciclismo Treino Fitness Ginástica Proteção Antiderrapante Anticalos Ajustável Acolchoada Anatômica Unissex Neoprene Respirável Tamanho Único;24,3;4,4;164.0;Esporte
Esporte;Esportes e Fitness;Mercado Livre;MLB26989230;Creatina Monohidratada 600g Soldiers Nutrition 100% Pura Importada Performance Músculo Treino Sem Sabor;49,90;4,8;433298.0;Esportes e Fitness
Esporte;Esportes e Fitness;Mercado Livre;MLB47820524;Creatina 250g Monohidratada Growth Supplements Sabor Sem Sabor;62,90;4,9;35142.0;Esportes e Fitness
Esporte;Esportes e Fitness;Mercado Livre;MLB19592786;Suplemento Tasty Whey 3w Gourmet Whey Protein Adaptogen Science Pote 900g Sabor Cookies & Cream;175,00;4,9;48201.0;Esportes e Fitness
